,0050,006208,2330,2376,2884,0056,00679B,00646,00631L
2023-12-28,135.75,77.2,593.0,265.5,25.8,37.33,30.91,45.72,151.15
2023-12-29,135.45,77.15,593.0,266.0,25.8,37.4,30.85,45.75,151.2
2024-01-02,134.9,76.9,593.0,255.0,25.9,37.17,30.61,45.79,149.95
2024-01-03,132.55,75.6,578.0,247.5,25.6,36.68,30.6,45.71,145.9
2024-01-04,132.5,75.55,580.0,247.0,25.7,36.59,30.66,45.48,145.7
2024-01-05,132.15,75.35,576.0,243.0,25.65,36.55,30.35,45.2,145.15
2024-01-08,132.75,75.9,583.0,241.5,25.8,36.57,29.98,45.14,146.35
2024-01-09,133.0,75.85,586.0,252.0,25.5,36.49,30.18,45.72,146.2
2024-01-10,132.3,75.55,584.0,247.5,25.4,36.24,30.06,45.78,144.45
2024-01-11,132.85,75.9,586.0,263.0,25.4,36.39,30.01,46.19,146.3
2024-01-12,132.65,75.7,584.0,262.0,25.35,36.33,30.07,46.01,145.25
2024-01-15,133.0,75.95,586.0,260.5,25.4,36.42,30.3,46.46,146.35
2024-01-16,131.65,75.2,580.0,261.5,25.0,36.37,30.15,46.57,143.0
2024-01-17,127.45,74.7,581.0,257.0,24.6,35.19,29.86,46.48,140.6
2024-01-18,128.3,75.0,588.0,256.0,24.55,35.12,29.84,46.33,141.15
2024-01-19,132.9,77.5,626.0,270.5,24.7,35.65,29.41,46.64,148.05
2024-01-22,133.8,77.9,626.0,297.5,24.55,36.14,29.57,47.01,150.2
2024-01-23,134.05,78.15,628.0,291.0,24.65,36.2,29.61,47.14,151.2
2024-01-24,134.0,78.2,627.0,293.5,24.65,36.23,29.47,47.33,151.4
2024-01-25,135.65,79.1,642.0,292.0,24.65,36.29,29.33,47.2,153.5
2024-01-26,135.65,79.1,644.0,284.0,24.85,36.07,29.48,47.29,153.1
2024-01-29,136.5,79.6,648.0,295.0,25.0,36.28,29.41,47.25,155.7
2024-01-30,136.15,79.45,642.0,305.0,24.75,36.36,29.79,47.74,155.15
2024-01-31,134.35,78.45,628.0,309.0,24.75,36.2,30.11,47.79,152.0
2024-02-01,134.35,78.45,628.0,313.5,24.9,36.3,30.36,47.38,152.65
2024-02-02,135.1,78.95,635.0,333.0,24.85,36.45,30.52,48.01,154.9
2024-02-05,135.95,79.55,646.0,337.0,24.5,36.45,30.1,48.44,155.05
2024-02-15,142.35,82.95,697.0,370.5,24.65,36.86,29.59,48.96,165.2
2024-02-16,141.3,82.5,683.0,381.0,24.65,37.07,29.56,49.33,164.8
2024-02-19,141.1,82.4,678.0,366.5,24.8,37.14,29.54,49.15,165.0
2024-02-20,141.65,82.7,687.0,357.0,24.75,37.39,29.55,49.0,166.15
2024-02-21,141.2,82.4,681.0,347.5,24.65,37.29,29.56,48.76,165.2
2024-02-22,142.8,83.35,692.0,347.0,24.5,37.65,29.55,49.41,168.9
2024-02-23,143.75,83.9,697.0,342.5,24.4,37.59,29.56,50.25,169.45
2024-02-26,143.95,84.15,698.0,335.0,24.35,37.68,29.95,50.1,170.5
2024-02-27,143.35,83.85,698.0,334.0,25.1,37.51,29.56,49.95,168.85
2024-02-29,143.3,83.95,690.0,345.0,25.25,37.7,29.53,50.05,170.15
2024-03-01,142.8,83.7,689.0,361.0,25.35,37.74,29.6,50.3,169.85
2024-03-04,146.95,85.85,725.0,354.5,25.35,38.0,29.65,50.55,176.35
2024-03-05,148.15,86.65,730.0,361.5,25.3,38.16,29.63,50.4,178.1
2024-03-06,148.85,87.15,735.0,362.5,25.4,38.53,29.88,50.1,180.1
2024-03-07,152.3,88.95,760.0,359.0,25.4,38.68,30.04,50.15,184.2
2024-03-08,154.45,90.1,784.0,358.0,25.3,38.45,30.06,50.5,186.1
2024-03-11,152.9,89.3,766.0,360.0,25.5,38.43,30.06,50.2,184.8
2024-03-12,154.5,90.2,770.0,355.0,25.65,38.99,30.02,50.35,188.8
2024-03-13,155.25,90.8,779.0,328.0,25.7,39.08,29.81,50.75,188.65
2024-03-14,155.1,90.55,784.0,317.5,26.05,38.72,29.68,50.8,188.4
2024-03-15,153.0,89.8,753.0,313.0,26.2,39.02,29.42,50.85,185.35
2024-03-18,154.4,90.3,764.0,310.5,26.5,39.36,29.36,50.6,188.1
2024-03-19,154.05,90.3,762.0,305.0,26.55,39.7,29.38,50.8,187.55
2024-03-20,153.2,89.9,758.0,295.0,26.5,39.63,29.44,51.35,186.05
2024-03-21,157.4,92.0,784.0,291.0,26.75,39.93,29.39,52.0,194.1
2024-03-22,157.2,92.05,785.0,303.0,27.1,39.8,29.65,52.3,193.6
2024-03-25,157.5,92.1,780.0,306.0,27.05,39.62,29.79,51.85,194.15
2024-03-26,157.6,92.2,782.0,304.5,27.35,39.24,29.71,51.95,193.0
2024-03-27,157.65,92.25,779.0,310.0,27.2,39.55,29.8,51.9,194.35
2024-03-28,156.9,91.8,769.0,313.0,27.15,39.74,29.97,52.2,193.45
2024-03-29,157.9,92.25,779.0,316.0,27.25,39.86,30.0,52.55,194.7
2024-04-01,157.4,91.85,770.0,318.5,27.35,39.59,29.97,52.4,194.55
2024-04-02,159.65,93.2,790.0,317.0,27.3,39.88,29.65,52.25,199.2
2024-04-03,158.55,92.8,780.0,317.5,26.9,39.75,29.43,51.9,196.55
2024-04-08,159.45,93.1,783.0,340.0,27.15,39.92,29.15,51.9,198.3
2024-04-09,163.25,95.45,819.0,335.0,27.3,39.99,29.23,52.0,206.3
2024-04-10,163.0,95.35,815.0,320.0,27.15,40.2,29.37,51.75,205.65
2024-04-11,162.5,94.95,820.0,320.5,27.25,40.09,28.95,51.6,203.8
2024-04-12,162.1,94.8,818.0,318.0,27.1,39.98,28.88,52.2,204.05
2024-04-15,160.0,93.8,806.0,302.0,27.05,39.62,28.93,51.7,199.15
2024-04-16,155.65,91.3,788.0,302.0,26.3,38.49,28.79,51.15,187.5
2024-04-17,157.4,92.35,804.0,308.0,26.5,38.94,28.6,51.15,192.1
2024-04-18,158.95,93.05,804.0,302.0,27.0,38.18,28.78,50.75,194.35
2024-04-19,150.9,88.5,750.0,292.5,26.55,37.27,29.01,50.1,179.0
2024-04-22,150.45,88.0,742.0,282.5,27.05,36.92,28.77,50.5,178.45
2024-04-23,151.9,88.75,754.0,281.0,27.2,37.12,28.92,50.8,181.7
2024-04-24,156.35,91.4,783.0,299.5,27.05,37.85,28.76,51.45,190.95
2024-04-25,153.5,89.95,766.0,290.5,27.15,37.51,28.64,51.0,185.0
2024-04-26,156.0,91.35,782.0,295.5,27.1,37.69,28.49,51.65,190.6
2024-04-29,158.8,92.75,795.0,301.0,27.65,38.34,28.66,51.9,197.5
2024-04-30,158.25,92.7,790.0,299.0,27.4,38.32,28.84,51.9,196.35
2024-05-02,156.15,91.5,772.0,288.5,27.45,38.35,28.77,51.2,193.1
2024-05-03,156.95,92.0,780.0,286.0,27.6,38.45,28.74,51.3,194.0
2024-05-06,159.2,93.3,786.0,292.0,28.1,38.88,28.97,51.7,198.85
2024-05-07,160.1,93.75,800.0,312.0,28.2,38.97,29.22,52.35,200.05
2024-05-08,160.7,94.1,802.0,311.5,28.25,39.02,29.28,52.45,201.2
2024-05-09,160.5,94.0,796.0,310.0,27.9,38.92,29.11,52.35,199.55
2024-05-10,161.65,94.75,802.0,307.0,28.5,39.04,29.31,52.85,202.65
2024-05-13,163.3,95.4,819.0,313.0,28.3,39.04,29.18,52.95,204.3
2024-05-14,164.4,96.15,825.0,320.0,27.9,39.26,29.21,52.75,207.05
2024-05-15,166.65,97.5,839.0,311.0,28.0,39.3,29.24,52.6,211.4
2024-05-16,167.45,98.1,841.0,314.5,28.3,39.6,29.63,53.1,214.15
2024-05-17,167.25,97.8,835.0,322.5,29.0,39.51,29.24,53.25,213.35
2024-05-20,167.2,97.65,835.0,325.0,29.4,39.66,29.08,53.4,213.25
2024-05-21,167.0,97.6,841.0,330.0,28.85,39.5,29.03,53.4,212.45
2024-05-22,170.0,99.5,864.0,328.5,28.5,40.04,29.1,53.5,218.7
2024-05-23,171.3,100.2,875.0,317.0,28.65,40.01,29.11,53.5,219.55
2024-05-24,170.6,99.9,867.0,319.0,28.3,40.1,29.02,52.95,218.95
